total_ride_count,total_distance,total_duration,total_earnings,perday_ridecount_var,perday_ridecount_mean,accept_response_time_mean,accept_response_time_var,arrival_time_mean,arrival_time_var,wait_time_mean,wait_time_var,speed_mean,speed_var,long_ride,med_ride,short_ride,evening_ride,morning_ride,night_ride,cluster
38,148027,30762,390.47548807500004,1.2903540903540893,0.4175824175824176,10.631578947368421,133.96870554765292,207.28947368421052,20052.913940256047,2.236842105263158,20052.913940256047,17.298189127559276,20052.913940256047,0.0,2.0,36.0,17.0,21.0,0.0,0
46,257538,31372,577.5008262625,5.141636141636131,0.5054945054945055,7.326086956521739,205.55797101449272,177.91304347826087,12911.058937198066,2.4130434782608696,12911.058937198066,26.4354197945442,12911.058937198066,2.0,10.0,34.0,24.0,0.0,22.0,0
38,231921,24081,449.94963524166656,2.5792429792429847,0.4175824175824176,8.631578947368421,27.8605974395448,217.0,19357.35135135135,2.263157894736842,19357.35135135135,29.4016512960225,19357.35135135135,2.0,4.0,32.0,9.0,0.0,29.0,0
40,235813,34242,498.6490624583332,1.7379731379731387,0.43956043956043955,16.275,2263.742948717949,279.8,40776.112820512804,1.375,40776.112820512804,21.73742181083642,40776.112820512804,1.0,5.0,34.0,31.0,9.0,0.0,0
45,236439,29847,462.91921369166647,2.497191697191695,0.4945054945054945,14.266666666666667,503.4272727272728,206.13333333333333,17541.48181818182,2.3777777777777778,17541.48181818182,25.3648507538165,17541.48181818182,2.0,4.0,39.0,25.0,8.0,12.0,0
32,455048,31573,599.1152007791666,1.208302808302809,0.3516483516483517,12.875,289.01612903225805,408.96875,51337.450604838705,4.25,51337.450604838705,44.98113683377117,51337.450604838705,6.0,13.0,13.0,5.0,27.0,0.0,0
32,307030,29570,523.9268347166666,1.9638583638583618,0.3516483516483517,12.21875,171.0796370967742,556.96875,106554.28931451614,2.5,106554.28931451614,32.429138954362024,106554.28931451614,4.0,10.0,18.0,14.0,3.0,15.0,0
40,477685,43741,735.4159806749999,1.8935286935286948,0.43956043956043955,21.0,3195.3846153846152,495.9,116777.16923076924,1.85,116777.16923076924,33.25679946596142,116777.16923076924,7.0,6.0,27.0,0.0,31.0,9.0,0
28,123538,25278,316.1060527583333,2.6820512820512854,0.3076923076923077,20.785714285714285,2054.9153439153442,246.14285714285714,21482.941798941807,1.6071428571428572,21482.941798941807,17.03285679638738,21482.941798941807,0.0,3.0,25.0,0.0,28.0,0.0,0
41,382524,38308,598.7891476708332,2.6947496947496936,0.45054945054945056,16.24390243902439,984.8390243902437,316.3414634146341,38281.03048780488,14.560975609756097,38281.03048780488,29.999537588870016,38281.03048780488,3.0,11.0,27.0,21.0,19.0,1.0,0
38,316952,35432,502.3627726166667,1.0014652014652008,0.4175824175824176,19.92105263157895,638.8314366998577,581.921052631579,70826.88549075392,2.9473684210526314,70826.88549075392,28.57507559324132,70826.88549075392,4.0,7.0,27.0,8.0,30.0,0.0,0
39,377436,33717,586.0893252583334,1.5809523809523778,0.42857142857142855,13.76923076923077,199.3400809716599,360.2564102564103,55660.985155195674,1.6666666666666667,55660.985155195674,37.396182934068605,55660.985155195674,5.0,13.0,21.0,2.0,25.0,12.0,0
40,294564,32342,510.0004022999999,2.2268620268620327,0.43956043956043955,18.075,726.225,369.8,30334.11282051281,9.7,30334.11282051281,29.619683616911225,30334.11282051281,3.0,10.0,27.0,14.0,22.0,4.0,0
51,301688,52764,698.0809775208332,3.493528693528698,0.5604395604395604,8.294117647058824,196.13176470588232,202.2549019607843,17087.073725490198,2.2745098039215685,17087.073725490198,18.956552615394408,17087.073725490198,4.0,4.0,43.0,18.0,22.0,11.0,0
24,117873,21099,311.97163509583334,0.9963369963369977,0.26373626373626374,8.5,111.82608695652173,121.54166666666667,5961.389492753621,5.5,5961.389492753621,20.125418594940935,5961.389492753621,0.0,4.0,20.0,9.0,11.0,4.0,0
29,151665,19938,321.8640746708333,1.641758241758237,0.31868131868131866,6.310344827586207,47.50738916256158,181.68965517241378,9863.864532019705,2.0,9863.864532019705,26.24188092615641,9863.864532019705,1.0,3.0,25.0,12.0,0.0,17.0,0
44,234759,31036,477.7913501916666,2.3858363858363907,0.4835164835164835,7.886363636363637,219.82399577167016,248.0909090909091,47577.29386892179,-9.727272727272727,47577.29386892179,24.140944065617273,47577.29386892179,1.0,6.0,37.0,28.0,0.0,16.0,0
41,438527,39908,675.6205043833335,1.472527472527472,0.45054945054945056,11.195121951219512,203.56097560975604,384.8780487804878,72645.40975609755,-4.682926829268292,72645.40975609755,34.103146649751736,72645.40975609755,5.0,14.0,22.0,23.0,13.0,5.0,0
65,516525,47276,848.4653592833336,4.406349206349205,0.7142857142857143,13.692307692307692,286.06009615384613,508.0,60087.0,1.8615384615384616,60087.0,35.99057036925331,60087.0,3.0,21.0,41.0,37.0,26.0,2.0,0
61,595439,53278,955.9511484208332,3.3567765567765524,0.6703296703296703,14.19672131147541,1754.9273224043716,336.37704918032784,27513.838797814213,0.18032786885245902,27513.838797814213,33.584133327035325,27513.838797814213,8.0,13.0,40.0,32.0,21.0,8.0,0
38,181899,28963,388.9380665916666,5.601465201465187,0.4175824175824176,8.368421052631579,99.21194879089617,217.81578947368422,18610.478662873404,2.3421052631578947,18610.478662873404,21.056960546631647,18610.478662873404,1.0,5.0,32.0,22.0,6.0,10.0,0
54,514457,43157,873.4667985916668,3.421733821733822,0.5934065934065934,11.185185185185185,187.09713487071977,406.64814814814815,76532.27009084556,-14.38888888888889,76532.27009084556,35.96517812849981,76532.27009084556,7.0,12.0,35.0,6.0,0.0,48.0,0
21,131838,14940,267.5947752666667,1.5128205128205074,0.23076923076923078,11.19047619047619,190.66190476190476,151.0,11602.1,2.0952380952380953,11602.1,28.604098486553003,11602.1,0.0,7.0,14.0,2.0,0.0,19.0,0
49,280568,34832,545.6187300624999,4.206837606837628,0.5384615384615384,14.306122448979592,1495.675170068027,203.0,13842.916666666666,2.63265306122449,13842.916666666666,25.133037143034425,13842.916666666666,4.0,6.0,39.0,22.0,18.0,9.0,0
37,296384,36770,546.1221665166667,0.7106227106227121,0.4065934065934066,17.56756756756757,1286.3078078078076,211.59459459459458,26397.247747747748,2.324324324324324,26397.247747747748,27.81645091139122,26397.247747747748,3.0,9.0,25.0,36.0,1.0,0.0,0
54,433955,48456,768.4676907874998,4.777289377289368,0.5934065934065934,14.407407407407407,398.96296296296293,300.2037037037037,24943.29734451432,-8.666666666666666,24943.29734451432,28.530534761256657,24943.29734451432,8.0,6.0,40.0,21.0,24.0,9.0,0
81,519658,72074,1131.0583011624997,3.6989010989011017,0.8901098901098901,8.703703703703704,141.28611111111118,191.88888888888889,20617.549999999996,2.962962962962963,20617.549999999996,23.396720004239537,20617.549999999996,5.0,12.0,64.0,50.0,0.0,31.0,0
32,482706,39442,708.9132955291668,0.9860805860805838,0.3516483516483517,9.5,91.48387096774196,217.25,26339.161290322576,6.28125,26339.161290322576,36.50556421514495,26339.161290322576,10.0,5.0,17.0,16.0,3.0,13.0,0
45,528555,42585,812.0220980041665,2.274969474969474,0.4945054945054945,12.022222222222222,361.4313131313132,308.4,53025.83636363635,2.111111111111111,53025.83636363635,32.0945876561802,53025.83636363635,8.0,8.0,29.0,28.0,4.0,13.0,0
26,225535,18673,348.41725275000005,0.9841269841269844,0.2857142857142857,19.192307692307693,1435.2815384615385,327.9230769230769,39282.63384615385,2.0384615384615383,39282.63384615385,35.52666005749303,39282.63384615385,3.0,4.0,19.0,3.0,5.0,18.0,0
47,388450,43141,712.9558443833334,3.2080586080586078,0.5164835164835165,8.74468085106383,111.23774283071226,228.40425531914894,47356.37650323775,10.574468085106384,47356.37650323775,28.55822664600665,47356.37650323775,5.0,11.0,31.0,28.0,10.0,9.0,0
41,275991,32138,525.9003453958334,2.6503052503052498,0.45054945054945056,15.707317073170731,509.21219512195137,335.609756097561,66524.89390243901,4.804878048780488,66524.89390243901,27.220676074070912,66524.89390243901,3.0,6.0,32.0,18.0,17.0,6.0,0
27,147298,21650,320.51716376666667,3.099877899877887,0.2967032967032967,8.777777777777779,174.17948717948718,212.11111111111111,5029.1025641025635,2.740740740740741,5029.1025641025635,23.939812963215225,5029.1025641025635,1.0,4.0,22.0,17.0,9.0,1.0,0
43,207468,32785,486.7152733625,2.8964590964591044,0.4725274725274725,8.790697674418604,199.12181616832774,264.04651162790697,20413.045404208202,2.4186046511627906,20413.045404208202,22.087335957127785,20413.045404208202,0.0,7.0,36.0,35.0,5.0,3.0,0
28,209977,19356,348.64835428749996,0.8376068376068405,0.3076923076923077,7.714285714285714,34.06349206349206,273.25,17352.19444444444,2.142857142857143,17352.19444444444,32.44188272237567,17352.19444444444,2.0,5.0,21.0,15.0,1.0,12.0,0
35,132856,20465,319.5720514125,1.5282051282051297,0.38461538461538464,12.657142857142857,816.3495798319329,247.0,19454.176470588234,13.914285714285715,19454.176470588234,22.99445728997709,19454.176470588234,0.0,3.0,32.0,15.0,14.0,6.0,0
44,254075,32982,509.90571617916675,3.3191697191697114,0.4835164835164835,18.272727272727273,5258.435517970402,280.65909090909093,15286.415961945026,2.6363636363636362,15286.415961945026,26.20773597930918,15286.415961945026,2.0,9.0,33.0,4.0,39.0,1.0,0
45,299714,39318,549.9458470041666,3.163858363858371,0.4945054945054945,5.044444444444444,13.407070707070709,177.82222222222222,13887.194949494955,4.466666666666667,13887.194949494955,25.268401290646924,13887.194949494955,3.0,8.0,34.0,14.0,31.0,0.0,0
39,441702,40307,656.5344355458332,2.0920634920634877,0.42857142857142855,8.051282051282051,44.1025641025641,310.87179487179486,30194.95681511471,2.5641025641025643,30194.95681511471,34.563260286562205,30194.95681511471,5.0,13.0,21.0,2.0,33.0,4.0,0
41,498875,39104,665.0330485958335,0.6725274725274724,0.45054945054945056,19.48780487804878,2914.4560975609756,527.8048780487804,51737.560975609755,3.6097560975609757,51737.560975609755,41.505544292375625,51737.560975609755,10.0,11.0,20.0,18.0,1.0,22.0,0
45,448788,42458,729.9457502500002,1.3416361416361406,0.4945054945054945,19.88888888888889,1873.9646464646473,304.77777777777777,28458.49494949494,9.666666666666666,28458.49494949494,33.60203149534119,28458.49494949494,8.0,6.0,31.0,21.0,0.0,24.0,0
40,330778,41173,581.0346592541667,0.8713064713064711,0.43956043956043955,8.725,65.02499999999999,225.575,30339.12243589743,6.15,30339.12243589743,29.617310458675576,30339.12243589743,0.0,15.0,25.0,13.0,26.0,1.0,0
118,703204,91515,1437.406204395833,3.9665445665445644,1.2967032967032968,7.97457627118644,57.136100246269734,275.3050847457627,29938.418948283364,2.847457627118644,29938.418948283364,24.85642263961637,29938.418948283364,5.0,15.0,98.0,21.0,31.0,66.0,0
42,320900,47222,714.6711966749999,2.1401709401709437,0.46153846153846156,9.333333333333334,41.15447154471545,529.7380952380952,345668.73461091757,-63.42857142857143,345668.73461091757,20.032181776543105,345668.73461091757,4.0,8.0,30.0,33.0,8.0,1.0,0
48,592945,54711,881.0442098291666,3.1631257631257697,0.5274725274725275,10.583333333333334,128.37588652482265,359.3333333333333,32075.035460992905,6.854166666666667,32075.035460992905,30.936129865831674,32075.035460992905,9.0,7.0,32.0,20.0,26.0,2.0,0
27,157020,22064,309.2557817625001,1.0332112332112333,0.2967032967032967,6.0,7.769230769230769,207.44444444444446,26996.41025641025,-10.481481481481481,26996.41025641025,24.551709061282402,26996.41025641025,1.0,5.0,21.0,23.0,3.0,1.0,0
54,481625,50074,795.9615581291667,2.443956043956049,0.5934065934065934,12.814814814814815,697.7763801537388,316.75925925925924,53792.11076170511,5.722222222222222,53792.11076170511,28.678881808282227,53792.11076170511,6.0,7.0,41.0,22.0,15.0,17.0,0
42,329172,39783,591.5518612583332,3.117948717948719,0.46153846153846156,9.523809523809524,74.45063879210221,277.8095238095238,17083.03600464576,2.9761904761904763,17083.03600464576,23.25540155340604,17083.03600464576,6.0,2.0,34.0,6.0,29.0,7.0,0
53,359196,41463,676.3450021374998,4.8903540903540765,0.5824175824175825,15.566037735849056,588.5195936139331,253.47169811320754,51856.830914368664,-7.188679245283019,51856.830914368664,26.80110394195218,51856.830914368664,4.0,7.0,42.0,27.0,0.0,26.0,0
40,276592,34852,518.1742061416667,3.2935286935286987,0.43956043956043955,7.075,28.942948717948727,189.575,10841.686538461538,1.725,10841.686538461538,26.74543006768075,10841.686538461538,2.0,10.0,28.0,17.0,17.0,6.0,0
41,239479,31158,483.89394850416664,2.005860805860806,0.45054945054945056,8.78048780487805,65.52560975609754,190.0487804878049,9702.74756097561,2.097560975609756,9702.74756097561,25.594245426273456,9702.74756097561,1.0,8.0,32.0,17.0,12.0,12.0,0
34,303089,33364,484.9722875458333,2.3921855921855864,0.37362637362637363,8.029411764705882,10.514260249554367,460.3235294117647,123847.98306595362,5.147058823529412,123847.98306595362,27.899781429698358,123847.98306595362,4.0,5.0,25.0,17.0,17.0,0.0,0
224,1079138,163488,2528.3015599833334,14.984615384615388,2.4615384615384617,13.223214285714286,1248.2369474695706,192.44642857142858,11969.396220371564,2.5714285714285716,11969.396220371564,21.884693983124503,11969.396220371564,6.0,17.0,201.0,75.0,93.0,56.0,0
35,276938,29596,469.7187564375,2.1948717948717933,0.38461538461538464,17.4,1049.482352941176,276.48571428571427,27718.139495798318,10.371428571428572,27718.139495798318,30.826911159241615,27718.139495798318,3.0,9.0,23.0,23.0,10.0,2.0,0
33,163627,21233,353.99723953750004,2.4781440781440756,0.3626373626373626,11.151515151515152,121.32007575757574,219.72727272727272,14688.392045454546,10.909090909090908,14688.392045454546,25.22297828012494,14688.392045454546,0.0,4.0,29.0,22.0,0.0,11.0,0
34,163934,28592,370.1036236458333,2.9477411477411426,0.37362637362637363,7.529411764705882,64.01426024955437,269.47058823529414,29241.953654188943,5.794117647058823,29241.953654188943,21.10360830163688,29241.953654188943,0.0,7.0,27.0,15.0,19.0,0.0,0
26,140280,15214,304.4862984791667,0.7396825396825395,0.2857142857142857,8.576923076923077,13.69384615384615,223.80769230769232,9727.921538461542,4.269230769230769,9727.921538461542,28.94557377700195,9727.921538461542,1.0,3.0,22.0,7.0,0.0,19.0,0
32,173731,27620,404.95065507083325,1.7416361416361374,0.3516483516483517,8.0,48.774193548387096,308.53125,24407.48286290323,2.71875,24407.48286290323,23.132454297783436,24407.48286290323,0.0,8.0,24.0,4.0,22.0,6.0,0
43,372175,30981,589.3370523333332,2.0742368742368744,0.4725274725274725,18.906976744186046,549.1339977851603,371.9767441860465,36411.642303433,14.604651162790697,36411.642303433,39.599747609366254,36411.642303433,5.0,11.0,27.0,18.0,14.0,11.0,0
49,395785,48793,666.3089239875,2.3401709401709394,0.5384615384615384,20.102040816326532,1492.968537414966,446.18367346938777,221847.3197278912,-83.24489795918367,221847.3197278912,28.056160331613665,221847.3197278912,3.0,23.0,23.0,10.0,37.0,2.0,0
27,194620,21632,357.0959557208333,1.3443223443223455,0.2967032967032967,11.296296296296296,269.7549857549858,206.37037037037038,15518.319088319091,16.444444444444443,15518.319088319091,31.559481658980687,15518.319088319091,3.0,4.0,20.0,17.0,1.0,9.0,0
41,293063,32292,560.9494975916666,4.4725274725274895,0.45054945054945056,10.951219512195122,523.8975609756098,372.3414634146341,35942.93048780488,-1.9268292682926829,35942.93048780488,27.74181196092806,35942.93048780488,3.0,7.0,31.0,15.0,19.0,7.0,0
54,330225,40773,621.4767240583333,2.488400488400496,0.5934065934065934,13.796296296296296,1831.9765897973452,239.5,17312.85849056604,7.685185185185185,17312.85849056604,27.07377776022288,17312.85849056604,1.0,12.0,41.0,25.0,10.0,19.0,0
39,363280,31783,543.1197947874999,1.6031746031745961,0.42857142857142855,9.205128205128204,46.746288798920375,329.4871794871795,28702.887989203777,-8.307692307692308,28702.887989203777,38.02354138813738,28702.887989203777,3.0,15.0,21.0,14.0,0.0,25.0,0
29,121273,21475,312.343279,1.1084249084249111,0.31868131868131866,11.758620689655173,616.4753694581283,257.1034482758621,12383.453201970447,1.9655172413793103,12383.453201970447,19.877175289436376,12383.453201970447,1.0,1.0,27.0,23.0,6.0,0.0,0
25,245253,20404,365.194103125,1.8014652014652028,0.27472527472527475,8.52,105.17666666666669,288.04,45433.70666666666,2.2,45433.70666666666,35.64037063663338,45433.70666666666,3.0,7.0,15.0,5.0,4.0,16.0,0
56,477819,54324,944.4470343083334,6.417094017094026,0.6153846153846154,41.25,50105.39090909094,330.32142857142856,38184.80389610389,-0.25,38184.80389610389,28.883684019113396,38184.80389610389,5.0,15.0,36.0,30.0,24.0,2.0,0
42,164182,31659,455.12992706666654,4.095726495726497,0.46153846153846156,11.666666666666666,272.32520325203257,254.4047619047619,55527.368757259,-0.9285714285714286,55527.368757259,18.02416069675768,55527.368757259,0.0,2.0,40.0,35.0,2.0,5.0,0
43,360524,43524,712.7344019416669,1.452014652014651,0.4725274725274725,25.441860465116278,6948.966777408634,390.06976744186045,69871.16168327795,3.7674418604651163,69871.16168327795,24.560114029044417,69871.16168327795,5.0,7.0,31.0,4.0,37.0,2.0,0
42,397280,36844,618.0608330041666,2.229059829059831,0.46153846153846156,14.071428571428571,614.2630662020905,722.7142857142857,773550.5993031358,-79.83333333333333,773550.5993031358,36.23948879114304,773550.5993031358,5.0,11.0,26.0,18.0,24.0,0.0,0
41,195482,40744,551.3620925499998,1.494749694749694,0.45054945054945056,14.341463414634147,148.3804878048781,253.14634146341464,61121.978048780504,10.463414634146341,61121.978048780504,16.661765553077323,61121.978048780504,2.0,4.0,35.0,13.0,24.0,4.0,0
33,221952,28049,408.7307033041666,0.944810744810744,0.3626373626373626,24.666666666666668,4306.729166666666,276.3333333333333,24979.041666666664,4.515151515151516,24979.041666666664,26.464760328555002,24979.041666666664,3.0,5.0,25.0,3.0,22.0,8.0,0
44,247030,31822,503.2747626749999,1.6302808302808327,0.4835164835164835,10.772727272727273,138.17970401691332,305.6818181818182,49438.8731501057,2.3863636363636362,49438.8731501057,24.136630335608046,49438.8731501057,1.0,8.0,35.0,14.0,28.0,2.0,0
159,993397,117431,2011.561247016667,6.01318681318681,1.7472527472527473,13.528301886792454,1625.2128015285411,187.36477987421384,9928.347106122124,5.716981132075472,9928.347106122124,27.193877142122616,9928.347106122124,7.0,25.0,127.0,64.0,0.0,95.0,0
57,386070,45274,693.6826339625001,3.5921855921855825,0.6263736263736264,27.017543859649123,3159.5175438596484,338.6140350877193,44835.09837092732,-5.228070175438597,44835.09837092732,28.158919569959465,44835.09837092732,2.0,13.0,42.0,26.0,20.0,11.0,0
29,179550,25489,379.1174892375,1.8417582417582363,0.31868131868131866,11.413793103448276,117.89408866995075,258.6551724137931,33525.0197044335,5.206896551724138,33525.0197044335,24.10687597673412,33525.0197044335,0.0,7.0,22.0,13.0,10.0,6.0,0
44,212263,36404,665.7216851958334,2.030280830280833,0.4835164835164835,8.477272727272727,38.44133192389006,299.0,71538.79069767441,-13.295454545454545,71538.79069767441,19.624379756915765,71538.79069767441,2.0,2.0,40.0,8.0,34.0,2.0,0
199,1076521,148711,2316.3369842000016,10.953601953601948,2.1868131868131866,7.798994974874372,119.14121110603517,247.69849246231155,21014.14095731181,0.5778894472361809,21014.14095731181,23.399765507185627,21014.14095731181,6.0,27.0,166.0,70.0,61.0,68.0,0
26,170427,20677,307.5639557708333,1.317460317460314,0.2857142857142857,25.615384615384617,4573.766153846154,327.2692307692308,20692.684615384616,2.1153846153846154,20692.684615384616,25.704163899484612,20692.684615384616,2.0,5.0,19.0,13.0,6.0,7.0,0
59,612595,74727,1021.5827161833334,5.363858363858377,0.6483516483516484,10.440677966101696,97.25073056691996,392.93220338983053,85856.92635885446,-0.8813559322033898,85856.92635885446,27.142431828172587,85856.92635885446,7.0,18.0,34.0,25.0,26.0,8.0,0
203,1030195,184455,2466.9375014,14.979487179487174,2.230769230769231,12.891625615763546,913.3842364532019,253.0344827586207,27443.18197336974,1.6206896551724137,27443.18197336974,18.80827293720398,27443.18197336974,9.0,11.0,183.0,120.0,60.0,23.0,0
30,267656,32514,473.5912351083333,1.9789987789987786,0.32967032967032966,6.333333333333333,23.954022988505745,209.66666666666666,32403.264367816086,8.766666666666667,32403.264367816086,24.257165645264525,32403.264367816086,4.0,3.0,23.0,23.0,4.0,3.0,0
46,422528,46428,716.0537921,1.674969474969471,0.5054945054945055,18.76086956521739,2163.0304347826086,332.7608695652174,91740.0082125604,-3.9347826086956523,91740.0082125604,28.45752745379679,91740.0082125604,8.0,10.0,28.0,16.0,11.0,19.0,0
24,133943,16613,289.88352063749994,0.8630036630036636,0.26373626373626374,10.875,89.59239130434783,226.125,15647.33152173913,2.5,15647.33152173913,26.64124468262143,15647.33152173913,0.0,6.0,18.0,20.0,4.0,0.0,0
193,966970,152238,2308.0882248124994,8.86300366300366,2.120879120879121,6.300518134715026,87.43005181347151,165.10362694300517,11406.87462219344,5.393782383419689,11406.87462219344,20.520088852201482,11406.87462219344,7.0,15.0,171.0,87.0,85.0,21.0,0
209,957909,175762,2279.5134611083336,14.077655677655684,2.2967032967032965,9.598086124401913,1254.318457857931,157.32535885167465,11391.249401913872,7.598086124401914,11391.249401913872,18.454795428876167,11391.249401913872,4.0,15.0,190.0,35.0,161.0,13.0,0
68,666515,66256,1096.1807192666665,6.057631257631242,0.7472527472527473,9.352941176470589,46.11237928007024,423.6029411764706,50089.16834942932,-0.4264705882352941,50089.16834942932,30.83386896087496,50089.16834942932,7.0,13.0,48.0,29.0,39.0,0.0,0
39,270873,28179,547.3462335166665,5.292063492063501,0.42857142857142855,10.333333333333334,203.49122807017548,378.0,166370.36842105267,-51.64102564102564,166370.36842105267,28.594474396758116,166370.36842105267,2.0,9.0,28.0,14.0,6.0,19.0,0
182,1097388,132667,2248.097090345833,11.511111111111111,2.0,14.373626373626374,2348.3458199259303,267.64285714285717,47084.23086029991,0.2857142857142857,47084.23086029991,25.34275916110876,47084.23086029991,11.0,22.0,149.0,99.0,46.0,37.0,0
35,263223,32107,501.30242485416676,3.8837606837606944,0.38461538461538464,11.342857142857143,376.9378151260504,253.5142857142857,45508.0806722689,2.5142857142857142,45508.0806722689,26.29125402819707,45508.0806722689,4.0,5.0,26.0,18.0,7.0,10.0,0
83,943624,69483,1356.2294619208333,3.747741147741152,0.9120879120879121,8.53012048192771,85.17895974140464,397.73493975903614,55694.90449603291,-8.409638554216867,55694.90449603291,40.13724550644912,55694.90449603291,12.0,24.0,47.0,14.0,29.0,40.0,0
203,1032391,141489,2405.4203627958323,12.068376068376073,2.230769230769231,19.07881773399015,12442.973955030982,173.76354679802955,10853.557674486661,15.763546798029557,10853.557674486661,24.541299554831156,10853.557674486661,6.0,21.0,176.0,86.0,8.0,109.0,0
177,916542,147794,2135.004345254166,19.785836385836394,1.945054945054945,11.389830508474576,999.2960323574733,180.65536723163842,15111.170326142783,15.689265536723164,15111.170326142783,21.45481665240644,15111.170326142783,6.0,16.0,155.0,106.0,23.0,48.0,0
56,522802,47142,939.6697044250001,1.9726495726495714,0.6153846153846154,13.125,806.147727272727,453.9642857142857,53255.744155844135,2.6785714285714284,53255.744155844135,33.97936555464722,53255.744155844135,6.0,14.0,36.0,1.0,52.0,3.0,0
47,234751,29477,489.99318481666654,2.385836385836394,0.5164835164835165,7.9787234042553195,66.23866790009251,172.17021276595744,10023.579093432007,1.851063829787234,10023.579093432007,26.240686135943406,10023.579093432007,0.0,9.0,38.0,33.0,1.0,13.0,0
36,202833,26906,414.0986366291666,1.7306471306471245,0.3956043956043956,13.86111111111111,593.8944444444445,298.9166666666667,38129.33571428571,11.527777777777779,38129.33571428571,25.09447867525828,38129.33571428571,1.0,5.0,30.0,16.0,11.0,9.0,0
28,243775,22872,442.5912076291667,1.5709401709401725,0.3076923076923077,17.392857142857142,1504.7658730158732,195.35714285714286,9319.719576719579,1.9642857142857142,9319.719576719579,31.599400623731487,9319.719576719579,3.0,3.0,22.0,3.0,2.0,23.0,0
33,160868,23055,355.96740951666663,1.3892551892551865,0.3626373626373626,8.666666666666666,47.541666666666664,184.6060606060606,9079.558712121214,4.242424242424242,9079.558712121214,22.389346347198316,9079.558712121214,1.0,3.0,29.0,6.0,11.0,16.0,0
